"","Fiction","Other","Romantic","Suspense"
"10503",0,1,0,0
"10504",27,0,0,7
"10505",15,2,0,21
"10506",12,0,0,0
"10507",15,3,1,6
"10508",18,1,0,3
"10509",43,1,0,4
"10510",37,1,0,6
"10511",10,2,0,2
"10512",12,2,1,6
"10513",23,1,0,1
"10514",35,8,2,42
"10515",18,5,0,6
"10516",20,1,0,1
"10517",0,1,0,0
"10518",2,2,0,0
"10519",0,0,9,3
"10520",7,2,0,10
"10521",5,0,0,0
"10522",31,2,0,10
"10524",21,2,0,22
"10525",41,1,2,9
"10526",12,0,0,0
"10528",7,0,0,8
"10529",31,1,0,6
"10530",11,2,2,3
"10531",9,1,0,4
"10532",14,0,0,20
"10533",5,1,0,3
"10534",28,0,0,14
"10535",10,0,0,9
"10536",6,1,0,0
"10537",14,2,0,1
"10538",33,3,8,33
"10539",34,4,1,7
"10540",44,1,0,2
"10541",4,0,1,14
"10542",3,0,0,1
"10543",21,0,0,26
"10544",18,1,2,2
"10545",15,4,5,52
"10546",15,1,0,1
"10547",5,4,0,0
"10548",17,2,0,4
"10550",1,1,0,0
"10551",19,2,0,0
"10552",20,1,0,0
"10553",15,3,0,4
"10554",14,1,0,2
"10555",25,2,0,14
"10556",6,1,0,3
"10557",4,1,0,0
"10558",18,1,0,9
"10559",11,0,0,35
"10560",36,3,2,20
"10562",13,0,0,11
"10563",18,4,0,4
"10564",8,1,0,0
"10565",12,3,0,17
"10566",9,1,0,0
"10567",6,0,0,5
"10568",20,0,0,2
"10569",12,2,0,1
"10570",4,1,7,0
"10571",1,0,0,0
"10572",8,1,0,18
"10573",44,0,0,11
"10574",9,1,0,17
"10575",22,6,0,9
"10576",6,2,0,6
"10577",18,1,0,6
"10578",39,1,0,17
"10579",38,1,0,0
"10582",9,8,0,20
"10583",19,0,0,4
"10584",39,2,2,14
"10585",12,1,0,0
"10586",13,2,0,2
"10587",0,0,0,17
"10588",13,3,0,10
"10589",18,2,0,3
"10590",18,1,6,0
"10591",27,0,0,8
"10593",39,2,0,4
"10594",2,0,0,1
"10595",2,1,0,0
"10596",12,0,0,0
"10597",42,1,0,2
"10598",32,2,0,9
"10599",14,1,0,2
"10600",13,1,0,3
"10601",18,1,0,2
"10602",7,3,0,0
"10603",9,2,0,0
"10604",3,0,0,0
"10605",40,1,0,7
"10606",30,2,0,5
"10607",12,1,0,18
"10608",5,0,0,21
"10609",1,1,0,13
"10610",39,3,0,24
"10611",2,6,0,2
"10612",2,0,0,21
"10613",16,4,10,2
"10614",42,4,0,3
"10616",7,2,0,11
"10617",8,0,0,2
"10618",19,1,0,0
"10619",15,1,0,1
"10620",43,1,0,2
"10621",35,1,4,27
"10622",19,1,3,3
"10623",26,0,0,11
"10624",10,1,0,4
"10625",16,0,0,0
"10626",20,0,0,33
"10627",14,0,0,0
"10628",11,0,0,2
"10629",14,0,0,0
"10630",1,0,0,0
"10631",9,2,24,1
"10632",37,1,0,39
"10633",9,1,0,0
"10634",15,4,2,35
"10635",4,0,0,0
"10636",15,0,0,2
"10638",23,1,0,0
"10639",12,1,0,1
"10640",23,2,22,42
"10641",18,1,1,3
"10642",8,0,0,4
"10643",12,1,1,38
"10644",5,1,0,3
"10645",14,1,0,7
"10646",16,0,0,3
"10647",1,0,0,0
"10648",2,0,0,0
"10649",12,7,3,11
"10650",16,2,2,3
"10651",4,3,0,8
"10652",18,0,2,6
"10653",4,1,0,0
"10654",25,0,0,23
"10655",21,2,1,0
"10656",13,2,0,10
"10657",13,0,0,5
"10658",10,0,0,4
"10659",12,0,0,1
"10660",31,0,2,1
"10661",26,3,1,22
"10662",5,3,2,24
"10663",15,1,0,3
"10664",44,4,0,7
"10665",32,0,0,19
"10667",18,1,0,1
"10668",16,2,0,3
"10669",23,4,0,0
"10670",9,0,0,0
"10671",22,0,0,5
"10672",2,1,0,0
"10673",23,1,2,0
"10674",22,0,0,21
"10675",6,1,0,0
"10676",5,0,0,0
"10677",12,3,2,66
"10678",6,1,0,3
"10679",18,1,0,0
"10680",8,2,0,1
"10681",10,5,7,83
"10682",2,0,2,5
"10683",22,2,0,21
"10684",2,2,1,12
"10685",28,2,0,28
"10686",1,0,0,0
"10687",20,3,0,0
"10688",21,1,0,1
"10689",21,2,0,24
"10690",27,4,0,4
"10691",9,1,0,1
"10692",38,2,0,8
"10693",17,0,0,5
"10694",18,1,0,42
"10695",4,0,0,0
"10696",2,0,0,0
"10697",77,5,1,59
"10698",14,2,0,2
"10699",25,7,0,35
"10700",4,0,0,0
"10701",10,5,0,32
"10702",2,0,0,1
"10703",11,1,0,1
"10704",2,1,0,2
"10705",20,3,2,9
"10706",23,5,1,13
"10707",22,2,0,4
"10708",2,1,1,4
"10709",20,1,0,5
"10711",5,0,8,83
"10712",52,3,0,9
"10713",7,1,0,2
"10715",3,0,0,81
"10716",34,4,0,34
"10717",25,0,0,2
"10718",0,0,0,10
"10719",9,3,0,7
"10720",5,0,0,0
"10721",2,1,0,0
"10722",11,3,0,15
"10723",13,4,2,6
"10724",6,1,0,11
"10725",1,0,0,0
"10726",23,2,0,4
"10727",25,5,1,30
"10728",4,0,0,0
"10729",4,0,0,2
"10730",16,1,0,30
"10731",32,1,0,4
"10732",16,2,2,4
"10733",1,1,0,3
"10734",15,0,0,0
"10735",10,1,0,0
"10736",15,1,6,41
"10737",2,4,0,13
"10738",42,1,0,28
"10740",27,1,0,0
"10741",1,0,0,15
"10742",30,4,2,11
"10743",1,2,3,4
"10744",12,0,0,0
"10745",8,0,0,5
"10746",36,2,0,51
"10747",16,0,0,0
"10748",6,0,0,0
"10749",12,1,0,41
"10750",27,1,0,54
"10751",35,1,0,92
"10752",39,2,0,19
"10753",10,3,1,33
"10754",41,4,0,6
"10756",49,0,2,11
"10757",5,2,0,0
"10758",6,2,0,0
"10759",6,1,0,1
"10761",23,2,0,1
"10762",4,3,1,2
"10763",12,0,0,3
"10764",10,1,0,17
"10765",13,0,0,0
"10766",18,4,0,11
"10767",2,0,0,17
"10768",4,3,0,1
"10769",32,1,0,1
"10770",3,1,0,0
"10771",23,2,0,4
"10772",21,7,3,30
"10773",19,1,0,3
"10774",18,1,15,26
"10775",40,2,3,3
"10776",3,1,0,6
"10777",22,2,0,2
"10778",4,0,0,0
"10779",17,3,0,0
"10780",7,2,0,1
"10781",31,0,0,21
"10782",21,3,0,18
"10783",8,0,0,19
"10784",12,0,0,8
"10785",16,1,0,1
"10786",52,4,0,1
"10787",21,0,1,3
"10788",12,6,6,5
"10789",9,2,0,21
"10790",5,0,0,32
"10791",1,1,0,2
"10792",1,0,0,0
"10793",11,1,0,3
"10794",10,1,0,7
"10795",22,2,0,11
"10796",42,0,0,22
"10797",27,1,0,0
"10798",5,0,0,0
"10799",56,6,0,0
"10800",3,0,0,0
"10801",20,1,1,0
"10802",65,5,2,56
"10803",34,1,0,3
"10804",8,4,0,2
"10805",5,2,0,2
"10806",58,7,1,54
"10807",10,0,0,2
"10808",11,0,0,3
"10809",25,2,5,4
"10811",17,2,0,4
"10812",12,0,1,5
"10813",3,0,0,0
"10814",37,0,0,2
"10816",7,2,0,4
"10817",14,4,0,7
"10818",8,0,0,5
"10819",5,0,0,0
"10820",8,2,0,2
"10821",20,1,0,5
"10822",14,0,0,0
"10823",84,7,0,0
"10824",0,0,0,26
"10825",3,0,0,0
"10826",12,0,0,41
"10827",1,1,0,0
"10828",9,1,2,32
"10829",23,2,0,3
"10830",10,3,1,40
"10831",19,1,0,2
"10832",5,1,0,3
"10833",0,4,0,4
"10834",18,6,2,42
"10835",10,2,0,7
"10836",3,1,0,3
"10837",27,3,0,3
"10838",15,1,3,23
"10839",17,1,0,6
"10840",3,2,2,1
"10841",18,3,14,98
"10842",9,0,0,1
"10843",55,4,8,58
"10844",38,2,0,7
"10845",11,1,0,0
"10846",14,0,0,1
"10847",15,1,0,24
"10848",28,7,2,9
"10849",12,1,0,3
"10850",1,3,2,4
"10851",37,1,0,3
"10853",29,3,7,11
"10854",3,0,0,1
"10855",12,2,0,5
"10856",27,2,0,4
"10857",0,1,0,2
"10858",19,2,0,0
"10859",7,2,0,29
"10860",21,1,0,2
"10861",23,2,0,20
"10862",2,1,0,0
"10864",42,4,0,21
"10865",9,0,0,0
"10866",19,0,0,10
"10867",13,1,0,2
"10868",5,0,0,2
"10869",17,1,0,0
"10870",14,0,0,3
"10871",17,0,1,49
"10872",5,5,2,54
"10873",6,2,0,0
"10874",6,3,0,5
"10875",9,1,0,1
"10876",6,1,0,0
"10877",42,2,0,13
"10878",16,1,0,15
"10879",23,1,0,0
"10880",8,1,0,2
"10881",27,4,0,14
"10882",16,1,0,0
"10883",26,2,0,20
"10884",4,3,7,18
"10885",0,2,0,4
"10886",14,2,0,16
"10887",19,2,0,64
"10888",38,1,0,9
"10890",27,2,1,0
"10891",2,0,4,24
"10892",1,0,2,0
"10893",25,1,0,2
"10894",3,3,0,5
"10895",25,2,0,0
"10896",0,0,0,3
"10897",0,1,0,0
"10898",17,2,0,2
"10899",13,1,0,0
"10900",9,2,0,1
"10901",72,5,0,1
"10902",10,1,0,3
"10903",2,0,0,30
"10904",7,1,0,0
"10905",22,1,0,0
"10906",1,1,0,0
"10907",16,4,2,5
"10908",25,3,7,14
"10909",0,1,0,0
"10910",25,0,0,7
"10911",7,1,0,3
"10912",11,4,0,14
"10913",9,2,0,2
"10914",3,1,0,2
"10915",19,1,0,16
"10916",25,2,0,6
"10917",5,0,0,0
"10918",26,1,0,7
"10919",12,4,0,4
"10920",8,0,0,0
"10921",15,3,4,58
"10922",5,0,0,3
"10923",20,2,0,21
"10924",17,4,0,12
"10925",12,6,0,31
"10926",7,4,1,9
"10927",3,0,0,0
"10928",25,3,0,38
"10929",23,3,0,28
"10930",1,1,0,0
"10931",10,1,0,0
"10932",3,1,1,2
"10933",4,0,0,1
"10934",3,0,0,1
"10935",16,3,13,6
"10937",15,0,1,1
"10938",2,0,0,1
"10939",22,3,0,11
"10940",26,5,0,15
"10941",23,3,1,11
"10942",11,3,0,0
"10943",29,1,0,7
"10944",13,1,0,1
"10945",23,0,0,8
"10946",64,6,1,84
"10947",1,0,0,0
"10948",25,3,8,27
"10949",22,2,0,1
"10950",12,0,0,0
"10951",1,1,0,0
"10952",50,3,2,50
"10953",16,3,0,5
"10954",38,1,0,2
"10955",4,0,0,2
"10956",22,0,0,8
"10957",19,2,0,12
"10958",40,4,4,57
"10959",27,1,1,1
"10960",32,1,11,16
"10961",33,1,0,7
"10963",13,4,0,12
"10964",2,3,0,0
"10965",10,5,1,4
"10966",10,1,0,4
"10967",14,0,0,0
"10968",1,1,6,1
"10969",3,1,0,0
"10970",24,2,0,3
"10971",42,0,0,0
"10972",28,7,0,1
"10973",34,1,0,9
"10974",27,0,0,20
"10975",7,1,1,5
"10976",8,0,0,0
"10977",20,3,0,4
"10978",14,1,1,4
"10979",12,2,0,17
"10980",30,1,0,1
"10981",1,2,0,0
"10982",4,6,0,4
"10983",2,0,0,43
"10984",11,7,15,86
"10985",12,3,0,0
"10987",1,0,0,0
"10988",8,0,0,0
"10989",2,0,0,1
"10990",10,0,0,5
"10991",25,4,2,44
"10992",26,2,0,24
"10993",5,0,0,4
"10994",21,1,0,4
"10995",4,0,0,39
"10996",6,0,0,0
"10997",1,1,4,8
"10998",50,8,0,10
"10999",13,2,3,0
"11000",16,1,0,26
"11001",11,2,0,2
"11002",0,0,0,1
"11004",1,2,0,0
"11005",2,2,0,0
"11006",21,2,0,6
"11007",22,2,0,11
"11008",6,1,0,1
"11009",32,2,0,3
"11010",11,2,0,8
"11011",25,3,1,4
"11012",15,6,0,5
"11013",14,0,0,0
"11014",8,0,2,0
"11015",8,0,0,0
"11016",4,1,0,4
"11017",9,0,0,0
"11018",7,4,0,59
"11019",2,0,0,14
"11020",0,0,0,4
"11021",39,5,1,15
"11023",4,1,0,0
"11024",1,0,0,0
"11025",26,8,0,55
"11026",12,1,0,14
"11027",1,0,0,0
"11028",5,1,0,1
"11029",6,5,0,5
"11030",38,3,1,3
"11031",6,2,1,6
"11032",34,4,0,67
"11033",8,0,0,4
"11034",9,0,0,5
"11035",4,7,0,2
"11037",18,2,0,1
"11039",70,1,0,46
"11040",22,1,0,1
"11041",26,2,0,17
"11042",1,5,0,0
"11043",45,1,0,1
"11044",16,2,0,3
"11045",6,1,0,3
"11046",19,1,0,12
"11048",16,0,0,0
"11049",18,0,0,5
"11050",10,2,0,2
"11051",3,0,0,0
"11052",4,0,0,0
"11053",4,1,0,3
"11054",8,3,0,14
"11055",10,9,0,25
"11056",22,1,0,30
"11057",10,0,0,0
"11058",1,4,0,1
"11059",26,1,1,8
"11060",29,2,1,2
"11061",11,1,2,5
"11062",48,6,0,36
"11063",26,3,0,1
"11064",3,1,0,0
"11065",3,0,0,0
"11066",4,1,10,8
"11067",21,1,0,4
"11068",2,0,0,3
"11069",20,0,0,0
"11070",2,1,1,1
"11072",6,1,0,4
"11073",25,2,1,3
"11075",18,1,0,0
"11076",18,2,0,1
"11077",13,0,0,0
"11078",35,2,0,8
"11079",0,0,0,3
"11082",16,0,0,3
"11083",9,2,0,0
"11084",20,0,0,7
"11085",3,2,0,9
"11086",12,1,0,16
"11087",19,0,0,3
"11088",8,1,0,3
"11089",22,0,0,14
"11090",5,1,0,4
"11091",1,0,0,0
"11092",14,2,0,20
"11093",2,2,0,0
"11094",49,6,6,33
"11095",2,3,6,4
"11096",20,3,1,13
"11097",14,1,0,0
"11098",8,0,0,4
"11099",2,0,0,0
"11100",21,4,8,50
"11101",22,3,0,10
"11102",5,0,0,2
"11103",4,0,0,0
"11104",29,2,0,2
"11105",16,2,0,0
"11106",2,0,0,0
"11107",16,0,0,0
"11108",36,1,0,18
"11109",20,1,0,20
"11112",25,2,0,27
"11114",3,0,0,0
"11115",12,3,0,3
"11116",17,2,0,11
"11117",20,0,0,16
"11118",27,0,0,3
"11119",5,2,0,1
"11120",40,6,3,15
"11121",42,7,1,27
"11122",4,2,0,5
"11123",8,0,0,7
"11124",6,0,0,3
"11125",12,1,0,1
"11126",2,6,1,0
"11127",5,1,0,0
"11128",12,1,0,5
"11129",26,2,0,5
"11130",3,0,0,2
"11131",15,2,0,1
"11132",6,0,0,1
"11133",50,3,5,28
"11134",36,1,0,59
"11135",4,0,0,2
"11136",20,1,0,6
"11137",5,0,0,56
"11138",35,0,0,28
"11139",45,0,1,7
"11141",12,8,0,4
"11142",11,1,1,16
"11143",12,1,0,6
"11144",4,1,0,0
"11145",17,0,0,17
"11146",14,0,0,1
"11148",9,1,0,2
"11149",12,3,0,7
"11150",34,3,0,17
"11151",3,1,0,0
"11152",6,1,0,0
"11153",13,2,0,1
"11154",3,4,0,1
"11155",8,0,0,16
"11156",0,1,0,0
"11157",34,1,0,1
"11158",36,5,2,8
"11159",31,0,0,7
"11160",30,0,1,24
"11161",7,0,0,9
"11162",24,1,0,6
"11163",30,2,0,36
"11164",16,2,0,1
"11165",32,3,0,31
"11167",46,4,1,12
"11169",17,4,0,3
"11170",3,2,0,0
"11171",1,0,0,0
"11172",28,0,2,26
"11173",2,0,0,0
"11174",13,1,4,13
"11175",32,3,0,11
"11176",23,0,0,11
"11177",2,3,0,3
"11178",9,0,0,1
"11179",41,3,0,37
"11180",2,0,0,0
"11181",11,0,0,0
"11182",28,2,0,1
"11183",0,2,0,0
"11184",12,1,0,3
"11185",13,2,0,0
"11186",16,0,0,40
"11187",27,4,3,10
"11188",24,2,0,16
"11189",5,0,0,0
"11190",6,2,4,14
"11191",18,2,1,0
"11192",8,0,0,0
"11193",25,1,0,31
"11194",31,1,0,11
"11195",5,0,0,0
"11196",28,1,2,20
"11197",34,2,0,3
"11198",38,4,0,22
"11199",18,5,2,28
"11200",5,0,0,4
"11201",8,1,0,0
"11202",3,2,0,3
"11203",2,1,1,1
"11204",6,6,7,39
"11205",38,7,0,23
"11206",25,2,0,3
"11207",18,1,0,77
"11208",44,3,0,8
"11209",3,5,7,4
"11210",10,0,0,0
"11211",27,0,1,0
"11212",6,0,1,4
"11213",17,2,13,1
"11214",9,0,6,31
"11215",9,0,0,0
"11216",14,1,2,44
"11217",8,0,0,3
"11218",0,1,0,10
"11219",2,0,0,2
"11220",29,4,0,9
"11221",1,0,0,24
"11222",13,1,0,4
"11223",0,3,0,4
"11224",5,2,0,1
"11226",3,1,0,3
"11227",10,2,0,22
"11228",22,1,0,6
"11229",20,2,0,2
"11231",11,1,0,11
"11232",29,0,0,19
"11233",17,1,0,0
"11234",9,0,0,25
"11235",30,0,0,1
"11236",27,2,0,6
"11237",35,4,0,6
"11238",25,4,0,37
"11239",22,4,1,19
"11240",17,1,2,7
"11241",12,8,1,25
"11242",34,1,2,28
"11243",11,1,0,0
"11244",71,3,2,12
"11245",10,2,0,13
"11246",38,5,2,13
"11247",4,1,1,15
"11248",16,2,0,52
"11249",0,0,0,1
"11250",20,1,0,5
"11251",27,3,0,12
"11252",30,2,0,0
"11253",74,4,1,3
"11254",5,1,0,0
"11255",6,0,0,2
"11256",13,1,0,14
"11257",6,8,7,12
"11258",20,5,0,15
"11259",26,0,0,11
"11260",7,0,0,3
"11261",0,1,0,0
"11262",34,1,0,5
"11263",21,2,0,32
"11264",6,4,0,2
"11265",2,2,0,1
"11266",5,1,3,32
"11267",12,1,0,1
"11268",15,1,0,1
"11270",23,1,0,2
"11271",45,3,0,9
"11272",10,2,0,32
"11273",39,0,0,23
"11274",5,1,3,40
"11276",36,1,0,26
"11277",24,0,0,18
"11278",11,0,0,7
"11279",10,4,1,21
"11280",18,0,0,68
"11281",15,4,0,16
"11282",12,2,0,2
"11283",1,0,0,0
"11284",24,3,0,7
"11285",5,1,0,10
"11286",11,1,0,23
"11287",19,2,0,5
"11288",10,3,0,0
"11290",9,1,1,1
"11291",14,1,0,4
"11292",18,0,0,4
"11293",18,0,0,0
"11294",18,0,0,2
"11295",3,5,6,5
"11296",3,3,0,13
"11297",44,2,0,25
"11298",25,3,0,0
"11299",1,2,1,1
"11300",8,3,0,0
"11301",9,0,0,21
"11302",23,3,0,18
"11303",12,2,0,1
"11304",0,2,0,2
"11305",8,0,0,1
"11306",12,2,2,19
"11307",1,0,4,5
"11308",1,0,0,0
"11309",8,0,4,28
"11310",3,1,0,1
"11311",3,1,0,2
"11312",8,0,0,3
"11313",5,1,0,1
"11314",11,1,0,20
"11315",38,1,0,4
"11316",23,0,0,0
"11317",18,0,0,19
"11318",43,7,7,35
"11319",8,0,1,4
"11320",10,2,0,0
"11321",5,0,2,10
"11322",20,0,0,3
"11323",5,1,0,3
"11324",4,0,0,10
"11325",4,0,0,6
"11326",24,4,0,33
"11327",13,2,0,0
"11328",17,0,1,10
"11329",18,2,1,14
"11330",27,2,0,4
"11332",35,3,0,1
"11333",1,1,0,4
"11334",20,1,0,0
"11335",13,2,1,1
"11336",8,1,0,1
"11337",3,0,0,1
"11338",2,0,0,10
"11339",1,2,0,1
"11340",7,0,0,0
"11341",8,3,0,10
"11342",27,0,0,1
"11343",37,3,0,16
"11344",7,1,0,0
"11345",25,5,0,1
"11346",22,2,0,14
"11347",20,3,0,0
"11348",2,0,0,0
"11349",22,1,0,0
"11350",31,3,0,8
"11351",13,1,0,9
"11352",23,4,0,69
"11353",24,5,0,20
"11354",14,0,0,7
"11356",2,1,4,9
"11357",19,6,1,36
"11358",4,0,0,0
"11359",24,1,0,14
"11360",0,4,2,2
"11361",1,0,0,0
"11362",21,0,0,5
"11363",6,1,0,19
"11364",18,0,0,2
"11365",6,3,0,6
"11366",1,1,0,0
"11367",18,1,0,3
"11368",24,5,0,2
"11369",9,5,4,9
"11370",18,2,0,1
"11371",21,1,0,0
"11372",18,0,0,1
"11373",4,6,1,1
"11374",4,0,0,0
"11375",5,3,0,4
"11376",15,0,0,18
"11377",21,0,0,27
"11378",6,4,1,9
"11379",24,1,7,9
"11380",15,5,0,12
"11381",19,2,0,7
"11382",8,0,1,9
"11383",31,1,0,7
"11384",26,0,0,0
"11385",19,1,0,8
"11386",20,1,1,36
"11387",13,0,0,5
"11388",16,1,0,1
"11389",17,0,0,13
"11390",14,2,0,25
"11391",31,1,0,14
"11392",11,1,0,5
"11393",14,0,0,0
"11394",14,1,0,5
"11395",31,0,0,17
"11397",40,4,0,16
"11398",3,0,0,0
"11399",4,1,0,0
"11400",18,2,0,4
"11401",23,3,0,5
"11402",12,2,0,24
"11403",37,2,0,1
"11404",10,0,0,9
"11405",6,2,0,22
"11406",16,3,0,19
"11408",5,0,0,1
"11409",1,1,0,0
"11410",1,1,0,0
"11411",8,0,0,4
"11412",12,3,0,16
"11413",3,1,0,3
"11414",32,0,5,27
"11415",1,0,0,3
"11416",11,0,0,0
"11417",31,1,0,4
"11418",3,5,2,5
"11419",14,2,0,15
"11420",7,1,0,0
"11421",18,10,2,1
"11422",8,1,0,4
"11423",6,2,0,18
"11424",14,0,0,5
"11425",13,1,0,16
"11426",8,0,0,0
"11427",13,2,1,33
"11428",11,1,0,0
"11430",9,4,0,53
"11431",4,0,0,5
"11432",10,3,0,15
"11433",33,0,1,6
"11434",27,2,2,54
"11435",28,1,0,24
"11436",3,0,0,7
"11437",14,1,2,38
"11438",25,2,0,14
"11439",6,1,1,2
"11441",34,2,0,2
"11442",42,5,1,13
"11443",14,0,0,0
"11444",18,3,0,2
"11445",40,7,4,33
"11446",9,1,0,0
"11447",31,2,0,17
"11448",7,0,0,0
"11449",21,5,4,63
"11450",22,1,0,0
"11451",15,0,0,4
"11452",4,1,0,6
"11453",24,1,0,1
"11454",5,1,0,0
"11455",5,0,0,0
"11456",42,5,0,3
"11457",11,1,1,3
"11458",14,2,0,20
"11459",7,0,0,0
"11460",3,5,4,11
"11461",14,0,0,6
"11462",19,2,0,1
"11463",4,2,0,0
"11464",10,1,2,4
"11465",6,1,0,1
"11466",44,6,2,42
"11467",17,1,1,18
"11468",6,4,0,5
"11469",16,2,0,10
"11470",28,0,0,9
"11471",12,0,0,11
"11472",46,2,0,0
"11473",26,0,0,0
"11474",17,1,0,9
"11475",9,4,0,5
"11476",25,2,0,1
"11477",7,3,9,21
"11478",9,1,0,14
"11479",1,0,0,7
"11481",17,1,4,5
"11482",4,1,1,1
"11483",12,3,0,36
"11484",15,1,0,1
"11485",21,2,0,21
"11487",6,0,0,0
"11488",4,1,0,0
"11489",17,2,0,3
"11490",5,2,0,0
"11491",15,0,0,1
"11492",4,1,0,10
"11493",1,0,0,3
"11494",7,1,0,36
"11495",35,7,8,44
"11496",5,2,0,0
"11497",33,0,0,8
"11498",9,1,0,23
"11500",32,4,0,42
"11501",4,0,0,4
"11502",4,0,0,0
"11503",3,1,1,1
"11504",6,1,0,7
"11505",25,2,0,20
"11506",2,0,0,1
"11507",2,2,0,0
"11508",1,0,0,0
"11509",15,0,0,2
"11512",42,2,1,7
"11513",7,6,8,12
"11514",18,1,0,8
"11515",9,0,0,3
"11516",1,0,0,0
"11517",16,0,0,2
"11519",45,4,0,0
"11520",13,0,0,0
"11521",19,7,21,26
"11522",3,0,0,37
"11523",22,0,0,0
"11524",8,1,0,3
"11525",8,4,0,18
"11526",41,3,5,50
"11527",11,2,0,0
"11528",13,2,0,4
"11529",7,1,0,1
"11530",15,6,2,12
"11531",23,3,0,28
"11532",2,1,0,0
"11533",4,2,0,2
"11534",7,1,0,12
"11535",14,2,0,2
"11536",11,1,0,4
"11537",26,6,2,15
"11538",14,1,1,13
"11539",22,5,0,46
"11540",4,0,0,0
"11541",9,1,0,3
"11542",6,0,0,0
"11543",7,1,0,0
"11546",16,1,0,1
"11547",9,4,0,4
"11548",4,2,0,0
"11549",15,2,0,4
"11550",36,5,0,14
"11551",7,5,6,27
"11552",2,0,0,0
"11553",13,1,0,7
"11554",25,2,0,5
"11555",6,4,0,1
"11556",4,1,0,8
"11557",20,1,0,10
"11558",6,1,2,9
"11559",10,0,0,0
"11560",4,4,5,5
"11561",5,1,0,25
"11562",8,1,0,8
"11563",7,3,1,4
"11564",21,8,6,23
"11565",11,1,0,0
"11566",1,3,0,5
"11567",0,0,0,1
"11568",27,2,0,22
"11569",26,1,0,3
"11570",5,1,0,6
"11571",1,5,0,0
"11572",8,0,0,3
"11573",8,1,0,2
"11574",22,0,0,7
"11575",0,1,0,0
"11576",1,0,0,0
"11577",4,1,0,1
"11578",3,1,1,28
"11579",23,5,0,1
"11580",31,4,0,14
"11581",25,1,0,25
"11582",2,1,2,4
"11583",56,1,0,0
"11584",16,1,0,3
"11585",11,1,0,66
"11586",4,0,0,0
"11587",3,2,0,26
"11588",20,4,0,37
"11589",7,0,0,0
"11590",28,0,0,29
"11591",46,2,0,13
"11592",8,0,0,36
"11593",27,0,0,0
"11594",6,1,0,2
"11595",29,1,0,13
"11596",39,2,0,9
"11597",21,1,0,3
"11598",16,0,0,9
"11599",13,4,0,3
"11601",1,0,0,0
"11602",6,0,0,2
"11603",16,5,0,16
"11604",31,0,0,5
"11605",17,2,0,0
"11606",12,2,0,5
"11607",37,1,0,1
"11608",27,3,1,30
"11609",14,0,0,1
"11610",22,1,0,0
"11611",14,1,0,0
"11612",9,2,0,32
"11613",33,7,0,30
"11614",10,1,1,3
"11615",21,1,0,3
"11617",5,0,0,0
"11618",11,0,0,0
"11620",11,6,1,67
"11621",8,0,0,0
"11622",3,0,0,19
"11623",12,3,0,15
"11624",15,2,0,0
"11625",0,0,0,2
"11626",8,2,0,4
"11627",14,0,0,1
"11628",19,2,0,7
"11629",1,2,1,2
"11630",6,0,9,11
"11631",16,1,0,1
"11632",7,0,0,31
"11633",13,3,5,8
"11634",2,5,1,1
"11635",1,1,0,0
"11636",19,1,0,8
"11637",35,2,1,35
"11638",7,0,0,0
"11639",13,1,0,4
"11640",6,0,0,0
"11641",27,1,0,30
"11642",19,1,2,13
"11643",25,3,0,4
"11644",18,1,0,22
"11645",11,0,0,1
"11646",20,2,0,1
"11647",19,0,0,4
"11648",28,1,0,5
"11649",9,0,0,9
"11650",51,4,0,7
"11651",4,0,0,0
"11652",11,1,0,2
"11653",12,2,0,3
"11654",5,0,0,1
"11655",7,0,0,1
"11656",25,3,3,40
"11657",4,0,0,0
"11658",9,0,0,0
"11659",41,10,0,18
"11660",8,1,0,0
"11661",9,1,0,1
"11662",6,4,9,3
"11663",14,1,0,7
"11664",5,1,0,2
"11665",16,0,0,3
"11666",1,0,3,23
"11667",32,1,1,5
"11668",22,2,0,45
"11669",5,3,0,1
"11670",33,1,0,10
"11671",10,1,0,4
"11672",3,1,0,4
"11673",41,0,0,19
"11674",25,4,2,60
"11675",17,5,0,55
"11676",16,0,0,8
"11677",34,1,0,11
"11678",21,2,0,7
"11679",0,1,0,1
"11680",22,4,0,40
"11681",12,1,0,1
"11683",3,0,0,0
"11684",4,1,0,3
"11685",10,2,0,0
"11686",5,1,0,14
"11687",14,0,1,4
"11688",2,3,0,0
"11689",8,0,2,48
"11690",14,2,0,1
"11691",61,1,0,1
"11692",14,2,0,3
"11693",15,0,0,4
"11694",0,4,0,1
"11695",25,5,2,49
"11696",25,1,1,2
"11697",1,0,0,0
"11698",8,1,0,1
"11699",18,0,0,1
"11700",14,0,0,3
"11701",12,1,0,3
"11702",5,0,0,2
"11704",2,0,0,0
"11705",9,1,0,1
"11706",9,0,0,7
"11707",15,2,0,34
"11709",6,1,0,3
"11710",25,0,1,8
"11711",3,0,3,45
"11712",66,2,1,5
"11713",22,2,0,0
"11715",6,4,4,24
"11716",27,0,0,60
"11717",4,0,1,0
"11718",14,0,0,11
"11719",11,1,0,1
"11720",4,0,0,22
"11721",7,1,0,1
"11722",9,2,0,0
"11723",11,0,0,0
"11724",41,1,0,3
"11725",33,0,0,39
"11726",1,1,4,28
"11727",12,2,0,1
"11729",32,1,0,2
"11730",4,4,0,0
"11731",2,0,0,0
"11732",15,1,1,7
