"","Fiction","Other","Romantic","Suspense"
"1314",14,7,21,1
"1315",12,1,0,7
"1316",7,1,2,29
"1317",2,0,0,3
"1318",9,1,0,1
"1319",0,5,0,9
"1320",8,0,0,0
"1321",2,6,1,0
"1322",10,0,0,13
"1323",1,1,2,2
"1324",9,1,0,0
"1325",16,0,0,8
"1326",6,3,1,7
"1327",19,1,0,20
"1328",17,0,0,4
"1329",32,4,0,54
"1330",30,4,0,2
"1331",9,2,0,15
"1332",10,0,3,12
"1333",4,2,0,14
"1334",52,2,0,8
"1335",9,2,4,64
"1336",7,1,0,0
"1337",16,1,0,3
"1338",13,2,0,3
"1339",42,1,1,6
"1340",38,6,0,29
"1341",8,3,0,7
"1342",3,0,0,1
"1343",34,3,0,10
"1344",9,1,3,5
"1345",13,0,0,18
"1346",6,1,0,4
"1347",40,3,0,32
"1348",4,2,0,0
"1349",8,3,1,7
"1350",6,1,0,0
"1351",2,0,0,7
"1352",26,1,1,22
"1353",2,4,0,0
"1354",5,0,0,0
"1355",8,1,0,0
"1356",46,3,15,58
"1357",33,0,0,6
"1358",15,1,6,11
"1359",0,1,0,19
"1361",1,0,0,2
"1362",24,3,1,0
"1363",19,1,0,17
"1364",6,0,0,12
"1365",59,2,0,12
"1366",1,1,0,11
"1367",5,0,1,0
"1368",39,3,0,4
"1369",6,1,0,37
"1370",4,0,0,1
"1371",3,0,0,5
"1372",40,1,0,11
"1373",5,0,0,0
"1375",45,3,0,27
"1376",9,1,0,2
"1377",4,1,0,1
"1378",77,7,18,65
"1380",17,0,0,11
"1381",6,1,0,1
"1382",21,1,0,3
"1383",21,2,0,4
"1384",12,1,5,0
"1385",6,0,0,0
"1386",5,1,0,0
"1387",2,0,19,1
"1388",1,0,0,0
"1389",32,1,0,31
"1390",7,1,0,17
"1391",31,1,1,30
"1392",9,0,0,1
"1393",9,0,1,9
"1394",18,0,0,1
"1395",9,1,0,0
"1396",22,6,1,1
"1397",23,4,0,70
"1398",15,8,0,0
"1399",28,6,0,7
"1400",2,0,0,0
"1401",45,3,1,7
"1402",10,1,0,0
"1403",25,7,25,63
"1404",10,0,0,1
"1405",2,0,0,17
"1406",2,2,0,1
"1407",13,0,0,2
"1408",43,3,10,61
"1409",9,0,0,0
"1410",5,0,0,0
"1411",27,1,15,32
"1412",19,3,0,9
"1414",29,3,0,9
"1415",7,0,0,0
"1416",26,1,0,11
"1417",21,2,0,19
"1418",14,2,0,0
"1419",13,2,0,11
"1420",19,1,0,10
"1421",2,1,0,0
"1422",8,4,2,9
"1423",16,1,0,6
"1425",7,0,0,0
"1426",23,2,0,5
"1427",11,0,0,1
"1428",32,2,0,21
"1429",0,0,0,54
"1430",39,1,0,15
"1431",15,2,0,3
"1432",12,0,1,1
"1433",9,1,0,0
"1434",16,2,0,11
"1435",71,5,2,22
"1436",28,1,0,2
"1437",12,0,0,0
"1438",28,1,1,22
"1439",12,0,0,28
"1440",16,0,0,4
"1441",46,4,0,4
"1442",30,1,0,0
"1443",10,1,0,21
"1444",43,1,0,46
"1445",15,0,0,29
"1446",12,1,0,0
"1447",37,3,0,51
"1448",1,1,0,0
"1449",8,0,1,8
"1450",38,4,0,34
"1451",12,2,0,3
"1452",6,3,4,0
"1453",3,3,0,16
"1454",17,4,12,21
"1455",16,5,0,1
"1456",18,3,1,13
"1457",14,0,0,2
"1458",10,4,1,50
"1459",11,1,0,8
"1460",4,4,0,10
"1461",25,0,0,4
"1462",6,1,0,6
"1463",1,1,0,0
"1464",31,2,0,8
"1465",2,0,0,1
"1466",24,2,0,4
"1468",12,4,1,14
"1469",22,0,0,3
"1470",5,0,0,4
"1471",18,2,0,11
"1472",35,1,0,38
"1474",35,8,0,24
"1475",40,2,0,15
"1476",7,0,0,5
"1477",2,1,0,4
"1478",29,1,0,1
"1479",29,2,1,27
"1480",25,1,0,4
"1481",17,1,0,2
"1482",26,1,0,1
"1483",1,0,0,29
"1484",15,0,1,0
"1486",14,3,0,5
"1487",16,0,0,5
"1488",22,2,0,8
"1489",25,2,17,4
"1490",2,0,0,6
"1491",23,1,0,0
"1492",7,0,0,2
"1493",18,4,3,14
"1494",9,0,0,0
"1495",2,2,6,1
"1496",8,0,0,9
"1497",11,2,0,1
"1498",9,0,0,3
"1499",41,3,0,10
"1500",34,3,0,4
"1501",14,1,0,7
"1502",7,2,1,3
"1504",18,1,1,2
"1505",11,4,16,18
"1506",8,0,0,1
"1507",7,0,0,2
"1508",5,0,0,1
"1509",26,2,0,7
"1510",3,2,0,0
"1511",44,0,0,0
"1512",42,2,1,10
"1513",7,0,0,9
"1514",14,1,0,11
"1516",30,1,0,10
"1517",6,0,0,1
"1518",42,1,2,10
"1519",27,3,5,60
"1520",16,1,0,8
"1521",26,1,0,4
"1522",4,2,6,5
"1523",21,0,0,11
"1524",25,0,1,17
"1525",25,2,6,32
"1526",18,2,1,34
"1527",0,4,0,0
"1528",14,1,0,13
"1529",1,2,0,0
"1530",31,0,0,2
"1531",17,1,0,2
"1532",5,0,0,0
"1533",22,0,0,5
"1534",4,1,0,3
"1535",14,0,0,1
"1536",22,3,0,1
"1537",13,2,0,3
"1538",11,0,0,1
"1539",18,1,0,1
"1540",0,0,0,3
"1541",1,0,0,47
"1542",21,1,0,0
"1543",37,3,0,4
"1544",9,1,2,1
"1545",13,1,0,4
"1546",9,0,0,0
"1547",32,6,10,29
"1548",20,0,0,18
"1549",3,0,0,5
"1550",14,2,0,41
"1551",17,6,18,48
"1552",3,2,0,2
"1553",32,2,1,70
"1555",16,3,0,8
"1556",27,1,0,11
"1557",5,1,0,6
"1558",11,0,0,0
"1559",2,0,0,0
"1560",1,0,0,0
"1561",15,4,0,8
"1562",6,0,1,2
"1563",12,2,0,2
"1564",5,0,0,0
"1565",9,0,0,3
"1566",28,1,0,4
"1567",2,0,0,5
"1568",18,4,0,3
"1569",39,1,0,30
"1570",9,0,0,0
"1572",27,4,1,52
"1573",28,4,0,21
"1574",0,3,0,0
"1575",3,1,0,5
"1576",1,0,0,0
"1577",10,0,0,0
"1578",30,3,1,60
"1579",9,6,22,22
"1580",3,1,0,0
"1581",2,1,0,0
"1582",21,3,0,0
"1583",4,0,0,0
"1584",25,0,0,33
"1585",39,3,0,0
"1586",28,1,0,4
"1587",27,0,0,3
"1588",33,2,0,37
"1589",4,0,0,3
"1590",14,1,3,8
"1591",11,1,1,9
"1593",21,0,0,1
"1594",7,0,2,10
"1595",37,5,0,4
"1596",11,1,0,5
"1597",14,0,0,56
"1598",1,0,0,0
"1599",17,2,0,1
"1600",1,4,0,0
"1601",15,1,0,23
"1602",36,1,0,3
"1603",26,1,0,1
"1604",5,1,0,1
"1606",12,0,0,3
"1607",27,2,0,7
"1609",15,1,0,13
"1610",13,0,0,8
"1611",20,1,0,22
"1612",1,1,0,0
"1613",9,8,0,28
"1614",10,0,0,1
"1615",13,2,0,6
"1616",8,0,1,33
"1617",32,3,0,61
"1618",3,0,0,0
"1619",18,2,1,23
"1620",3,0,0,0
"1621",26,0,0,1
"1623",13,1,0,27
"1624",1,5,1,11
"1625",25,6,2,47
"1626",8,0,1,24
"1627",17,0,0,6
"1628",35,2,0,9
"1629",8,4,0,3
"1631",23,0,0,10
"1632",13,0,0,0
"1633",13,0,0,0
"1634",6,0,0,0
"1635",28,2,0,0
"1636",9,1,0,0
"1637",25,1,0,7
"1638",25,1,0,1
"1639",33,5,0,33
"1640",6,1,0,4
"1641",1,0,0,5
"1643",4,2,6,19
"1644",11,3,0,13
"1645",17,0,0,0
"1646",61,7,12,81
"1647",4,0,0,15
"1648",2,1,0,0
"1649",1,0,1,18
"1650",0,5,0,3
"1651",26,2,1,8
"1652",18,1,1,5
"1653",2,1,0,3
"1654",17,1,0,0
"1655",50,3,1,22
"1656",44,1,0,11
"1657",0,3,0,4
"1658",18,1,0,3
"1659",2,0,0,2
"1660",34,2,0,6
"1661",4,1,0,0
"1662",13,2,0,12
"1663",12,0,0,0
"1664",17,4,0,1
"1665",43,2,0,6
"1666",12,1,0,0
"1667",2,0,0,0
"1668",16,2,0,8
"1669",27,2,1,29
"1670",7,5,0,24
"1671",2,1,0,0
"1672",10,1,0,4
"1673",23,3,0,3
"1674",2,2,0,2
"1675",25,5,3,63
"1676",26,1,1,2
"1677",13,0,0,0
"1678",9,4,0,25
"1679",6,0,0,0
"1680",0,0,0,3
"1681",10,0,0,29
"1682",0,0,0,28
"1683",11,2,1,6
"1684",6,0,0,2
"1685",24,0,0,9
"1686",22,0,1,6
"1687",25,4,4,90
"1688",14,1,0,5
"1689",21,1,0,2
"1691",16,0,0,0
"1692",15,1,0,0
"1693",7,0,2,4
"1694",19,1,3,14
"1695",22,0,0,25
"1696",3,1,0,3
"1697",31,1,0,0
"1698",19,6,0,14
"1699",6,1,0,5
"1700",31,0,0,13
"1701",39,1,0,37
"1702",24,0,0,4
"1703",9,1,0,9
"1704",8,2,0,0
"1705",30,1,1,17
"1706",12,0,0,5
"1707",3,1,0,0
"1708",14,0,0,17
"1709",12,0,0,2
"1710",6,0,0,5
"1711",0,5,5,8
"1712",37,3,0,46
"1713",8,1,0,0
"1714",6,0,0,0
"1717",5,4,0,0
"1718",16,0,0,0
"1719",45,2,1,10
"1720",51,3,0,1
"1721",0,6,0,0
"1722",10,7,0,0
"1723",38,2,1,24
"1724",13,2,0,0
"1725",6,1,1,9
"1726",7,1,5,4
"1727",2,2,0,0
"1728",34,1,5,3
"1730",10,4,1,20
"1731",8,0,0,4
"1732",11,1,0,4
"1733",29,2,0,8
"1734",5,1,0,3
"1735",2,2,0,8
"1736",20,1,0,1
"1737",40,3,0,6
"1738",2,1,0,0
"1739",4,1,0,5
"1740",18,0,0,2
"1741",6,1,6,45
"1742",0,4,0,0
"1743",2,7,4,8
"1744",3,0,0,1
"1745",12,2,0,5
"1746",6,4,2,18
"1747",32,2,0,6
"1748",29,0,6,0
"1749",14,1,1,2
"1750",2,1,0,1
"1751",4,0,0,0
"1753",4,1,3,29
"1754",1,0,0,2
"1755",22,4,0,33
"1756",30,3,0,5
"1757",4,2,0,0
"1758",12,5,5,26
"1759",9,0,0,2
"1760",4,1,0,1
"1761",15,3,0,22
"1762",24,4,0,6
"1763",13,1,0,25
"1765",45,6,1,56
"1766",9,2,1,20
"1767",11,0,0,0
"1768",5,1,0,0
"1769",22,0,0,2
"1771",10,1,0,1
"1772",20,0,0,2
"1774",14,7,1,52
"1775",31,1,1,12
"1776",25,2,1,5
"1777",2,0,0,0
"1779",20,3,0,42
"1780",11,0,0,0
"1781",6,2,0,22
"1782",5,1,0,10
"1783",21,0,0,8
"1784",7,0,0,0
"1786",0,4,0,0
"1787",28,5,9,47
"1788",16,1,3,11
"1789",4,1,0,0
"1790",13,2,0,36
"1791",17,2,0,0
"1792",2,1,0,34
"1793",41,2,2,21
"1794",13,1,0,12
"1795",68,2,12,77
"1796",25,0,0,2
"1797",5,0,0,10
"1798",20,1,0,9
"1799",13,0,0,0
"1800",10,0,1,5
"1801",11,0,0,7
"1802",15,3,0,16
"1803",31,2,3,21
"1804",13,0,0,0
"1805",2,0,0,3
"1806",14,2,0,9
"1807",31,2,0,10
"1808",36,2,0,0
"1809",15,1,10,40
"1810",43,2,0,25
"1811",1,0,0,6
"1812",3,5,0,27
"1813",18,3,0,4
"1814",2,1,0,3
"1815",1,1,0,1
"1816",2,1,0,3
"1817",47,2,0,6
"1818",17,2,0,3
"1819",17,1,0,0
"1820",7,0,0,5
"1821",10,1,0,2
"1822",6,0,0,3
"1823",23,2,0,0
"1824",2,0,0,0
"1825",9,2,0,3
"1826",10,1,0,1
"1827",9,1,1,37
"1828",16,1,1,0
"1829",16,1,0,2
"1830",17,0,0,4
"1831",19,0,0,23
"1832",14,0,0,4
"1834",10,0,2,18
"1836",1,1,3,5
"1837",3,1,0,3
"1838",14,3,0,10
"1839",13,3,0,12
"1840",8,0,0,1
"1841",18,0,0,19
"1842",5,0,0,0
"1843",32,5,3,29
"1844",10,0,0,51
"1845",2,0,0,1
"1846",34,0,0,12
"1847",2,2,0,17
"1848",20,6,0,4
"1849",11,0,0,2
"1850",26,3,0,10
"1851",2,0,1,19
"1852",4,0,0,7
"1853",13,1,0,2
"1854",1,3,1,0
"1855",2,2,0,1
"1856",10,0,5,5
"1857",1,3,0,3
"1858",7,2,0,0
"1859",22,0,0,0
"1862",11,1,0,6
"1863",9,0,0,3
"1864",11,3,7,58
"1865",17,4,0,12
"1866",18,1,0,0
"1867",33,1,1,24
"1868",6,0,0,0
"1869",5,1,0,0
"1870",28,2,0,12
"1871",16,2,6,0
"1872",6,1,0,3
"1873",7,0,0,0
"1874",1,0,0,22
"1875",32,2,0,4
"1876",21,5,3,4
"1877",4,1,4,9
"1878",47,1,0,0
"1879",28,3,0,6
"1880",14,2,0,12
"1881",1,3,5,1
"1882",7,2,0,0
"1884",13,2,0,11
"1885",8,0,0,0
"1886",11,1,0,0
"1887",13,3,14,60
"1888",26,2,0,7
"1889",20,4,5,6
"1890",2,0,0,0
"1891",12,1,0,50
"1892",14,3,0,2
"1893",18,0,0,2
"1894",12,0,0,2
"1895",8,3,0,13
"1896",0,2,0,0
"1897",23,1,1,11
"1898",17,1,0,0
"1899",5,1,0,2
"1900",10,0,0,1
"1901",28,2,0,3
"1902",19,0,0,1
"1903",2,1,0,27
"1904",10,2,0,8
"1905",19,0,0,4
"1906",7,0,0,1
"1907",1,1,0,1
"1908",3,1,0,2
"1909",25,1,2,20
"1910",7,4,1,70
"1911",30,8,0,5
"1912",8,0,0,37
"1913",3,0,0,2
"1914",52,5,0,1
"1915",10,0,0,11
"1916",14,1,0,17
"1917",3,3,0,7
"1918",27,2,5,61
"1919",7,3,1,5
"1920",2,0,0,0
"1921",6,3,0,2
"1922",8,1,0,0
"1923",1,0,0,0
"1924",23,0,0,5
"1925",4,2,0,2
"1926",10,0,0,3
"1927",23,1,0,3
"1928",8,3,2,58
"1929",42,2,1,20
"1930",8,0,0,8
"1931",42,4,1,17
"1932",1,1,0,0
"1933",19,0,2,43
"1934",27,1,0,0
"1935",25,6,0,13
"1937",10,0,0,8
"1938",11,0,0,1
"1939",20,0,1,40
"1940",12,0,0,66
"1942",1,0,0,5
"1943",9,2,0,0
"1944",29,1,0,3
"1945",48,5,0,3
"1946",13,1,0,16
"1947",14,1,0,6
"1948",21,1,0,3
"1949",18,0,0,3
"1950",54,2,0,3
"1951",21,0,0,6
"1952",25,1,0,7
"1953",10,6,5,11
"1954",15,1,0,1
"1955",15,6,0,55
"1956",10,1,1,17
"1957",45,5,0,14
"1958",10,0,0,1
"1959",10,1,0,9
"1960",28,1,0,3
"1961",10,1,0,0
"1962",14,2,0,7
"1963",40,4,4,70
"1964",63,2,0,6
"1965",19,0,1,0
"1966",11,0,0,2
"1967",5,1,0,2
"1968",19,0,0,1
"1969",14,1,0,4
"1971",15,4,0,1
"1972",22,4,2,37
"1973",12,0,0,3
"1974",32,3,0,57
"1975",12,2,1,19
"1976",21,2,0,5
"1977",15,1,0,13
"1978",33,1,0,0
"1979",11,0,0,7
"1980",26,0,0,0
"1981",18,2,3,1
"1982",16,1,1,62
"1983",7,1,0,0
"1984",16,4,0,24
"1985",10,2,0,16
"1986",15,1,0,0
"1987",26,2,0,2
"1988",30,2,2,10
"1989",38,1,0,41
"1990",22,2,1,21
"1991",5,2,0,1
"1992",20,0,0,1
"1993",2,0,0,4
"1994",10,1,0,1
"1995",11,1,0,3
"1996",8,1,1,0
"1997",7,1,0,5
"1998",3,0,0,1
"1999",30,1,0,2
"2000",7,0,0,1
"2001",2,0,0,2
"2002",13,1,3,3
"2003",15,4,0,40
"2004",26,0,0,0
"2005",18,1,0,8
"2006",25,3,1,10
"2007",48,9,1,6
"2008",19,3,1,3
"2009",15,0,0,1
"2010",20,1,0,7
"2011",12,1,0,17
"2012",10,1,0,6
"2013",0,1,0,3
"2014",23,1,2,35
"2015",16,1,0,9
"2016",1,0,0,0
"2017",22,1,0,22
"2018",1,0,0,0
"2019",2,1,4,1
"2020",4,0,0,0
"2021",32,1,2,24
"2022",0,1,0,0
"2024",8,0,1,19
"2025",2,0,0,8
"2026",28,3,0,0
"2027",5,0,0,1
"2028",21,0,0,18
"2029",22,4,2,12
"2030",17,1,7,6
"2031",30,1,0,3
"2032",47,7,7,37
"2033",8,2,0,18
"2034",14,4,1,11
"2035",6,0,0,24
"2036",12,0,0,26
"2037",10,0,0,18
"2038",0,0,0,4
"2039",36,4,2,26
"2040",35,2,0,29
"2041",22,2,7,22
"2042",38,0,1,3
"2043",6,0,0,0
"2044",16,2,0,1
"2046",19,0,0,8
"2047",3,4,0,3
"2048",28,0,0,0
"2049",28,3,2,54
"2050",13,1,0,8
"2051",19,0,0,1
"2052",27,1,0,9
"2053",7,3,0,9
"2054",1,0,0,0
"2055",5,0,0,3
"2056",34,0,0,36
"2057",5,2,0,4
"2058",49,8,4,56
"2059",7,0,0,0
"2060",30,2,0,18
"2061",0,0,0,5
"2062",19,2,8,11
"2063",17,2,0,9
"2064",9,0,0,0
"2065",27,0,0,11
"2066",8,1,0,6
"2068",5,2,0,0
"2069",27,1,0,4
"2070",41,1,0,11
"2071",10,2,0,14
"2072",5,0,0,0
"2073",29,0,0,15
"2074",16,2,0,0
"2075",25,5,4,10
"2076",20,2,0,9
"2077",8,0,0,0
"2078",4,1,0,1
"2079",9,0,0,0
"2080",10,2,0,11
"2081",10,4,7,21
"2082",30,0,0,38
"2083",11,0,2,15
"2084",45,8,1,38
"2085",2,1,0,0
"2086",5,2,0,2
"2087",8,2,0,8
"2088",5,5,9,60
"2089",16,3,0,10
"2090",0,5,0,0
"2091",15,4,0,2
"2092",2,0,0,0
"2093",2,4,0,9
"2094",6,0,0,28
"2095",19,0,0,3
"2096",13,5,2,1
"2097",34,1,1,77
"2098",2,0,0,24
"2099",7,4,0,7
"2100",17,0,0,2
"2101",1,4,0,13
"2102",7,1,0,3
"2103",5,0,0,1
"2104",22,1,1,13
"2105",2,1,0,0
"2106",10,1,0,2
"2107",34,4,0,21
"2108",6,6,0,44
"2109",18,6,1,2
"2110",40,0,0,5
"2111",7,1,0,1
"2112",25,2,0,1
"2113",11,1,2,4
"2114",15,3,0,3
"2115",5,1,8,2
"2116",15,5,7,24
"2117",14,5,1,28
"2118",12,0,0,0
"2119",12,0,0,1
"2120",4,0,0,0
"2121",19,2,1,16
"2122",28,4,0,12
"2124",16,4,0,10
"2125",4,3,0,6
"2127",1,1,0,0
"2128",24,0,0,2
"2129",2,1,0,4
"2130",6,1,1,3
"2131",48,2,0,62
"2132",16,0,0,43
"2133",7,1,0,9
"2134",12,2,0,0
"2135",28,6,0,9
"2136",38,1,0,15
"2137",0,1,0,0
"2138",5,0,0,2
"2139",12,0,0,2
"2140",1,0,0,7
"2141",26,1,0,14
"2143",7,0,0,0
"2144",25,2,0,5
"2145",25,0,0,0
"2146",4,1,0,8
"2147",2,5,0,2
"2148",4,1,0,2
"2149",11,1,0,3
"2150",10,3,9,24
"2151",34,3,0,6
"2152",22,1,2,21
"2153",1,0,0,0
"2154",23,0,0,5
"2155",18,2,2,28
"2156",3,1,0,12
"2157",12,1,1,11
"2158",5,0,1,36
"2159",39,6,1,33
"2160",19,1,0,0
"2161",2,2,0,4
"2162",9,0,0,3
"2163",14,1,0,0
"2164",14,0,0,4
"2165",51,3,1,7
"2166",28,1,0,6
"2167",5,1,0,2
"2168",3,0,0,4
"2169",8,1,1,43
"2170",11,0,0,0
"2171",2,0,0,2
"2172",32,2,0,14
"2173",26,1,0,2
"2174",12,4,0,6
"2175",20,3,0,21
"2176",7,1,0,14
"2177",17,1,0,0
"2178",17,0,0,8
"2179",7,1,0,1
"2180",17,2,0,10
"2181",9,1,0,1
"2182",9,2,0,1
"2183",3,0,8,0
"2184",59,3,0,9
"2185",1,1,0,49
"2186",11,0,0,0
"2188",31,3,0,8
"2189",3,1,0,0
"2190",7,0,0,0
"2191",1,3,0,0
"2192",31,5,0,6
"2193",41,4,0,2
"2194",12,1,0,0
"2195",7,2,0,7
"2196",14,1,0,6
"2197",21,1,0,0
"2198",21,1,0,8
"2199",29,3,0,0
"2200",21,2,0,9
"2201",17,4,0,17
"2202",47,5,1,14
"2203",13,5,0,49
"2204",17,5,5,24
"2205",18,5,0,0
"2206",12,1,0,1
"2207",19,2,1,1
"2208",3,1,0,0
"2209",39,0,1,21
"2210",6,4,0,48
"2211",17,0,0,0
"2212",14,2,0,9
"2213",6,4,0,0
"2214",0,0,0,4
"2215",2,1,0,0
"2216",19,2,2,45
"2217",18,3,0,1
"2218",2,1,1,20
"2219",8,0,0,0
"2220",23,1,0,66
"2221",1,1,0,1
"2222",14,4,0,0
"2223",6,0,2,38
"2224",16,0,4,13
"2225",43,9,2,60
"2226",11,2,0,9
"2227",7,1,10,4
"2228",18,3,0,4
"2229",7,0,1,10
"2231",12,4,0,4
"2232",23,0,0,32
"2233",3,0,1,3
"2234",11,1,0,30
"2235",8,1,0,0
"2236",21,0,4,20
"2237",32,2,14,23
"2238",32,1,0,8
"2239",16,4,0,0
"2240",7,1,0,0
"2241",67,5,20,113
"2242",9,0,0,0
"2243",6,1,2,4
"2244",0,1,0,0
"2245",10,0,0,8
"2246",10,1,8,56
"2247",12,5,0,17
"2248",10,2,0,6
"2249",1,1,0,13
"2250",23,5,8,20
"2251",19,0,0,1
"2252",3,0,0,7
"2253",16,0,0,26
"2254",9,1,0,7
"2255",14,0,0,5
"2256",1,0,0,0
"2257",11,1,7,20
"2258",29,2,0,8
"2259",25,4,1,8
"2261",9,2,0,3
"2262",18,1,0,1
"2263",16,3,0,0
"2264",8,0,2,15
"2265",9,0,0,9
"2267",22,1,0,0
"2268",1,0,0,11
"2269",13,2,0,3
"2270",19,0,0,0
"2271",14,1,0,0
"2272",65,8,0,23
"2273",12,0,0,1
"2274",24,1,0,0
"2275",13,4,0,3
"2276",54,2,0,14
"2277",10,2,0,8
"2278",15,1,0,1
"2279",0,0,0,1
"2280",3,0,6,4
"2281",12,0,0,3
"2282",2,0,0,3
"2283",2,0,0,0
"2284",39,2,0,31
"2285",30,3,1,18
"2286",5,2,0,0
"2287",7,1,21,4
"2288",34,0,0,25
"2289",16,1,0,4
"2290",9,0,0,8
"2291",11,2,4,14
"2292",13,1,2,7
"2293",28,0,21,71
"2294",13,1,0,25
"2295",17,2,1,31
"2296",17,1,0,3
"2297",3,1,2,20
"2298",4,1,0,4
"2299",26,4,0,5
"2300",18,2,0,0
"2301",14,1,0,1
"2302",19,0,0,4
"2303",21,2,1,5
"2304",5,2,0,0
"2305",2,1,0,7
"2307",28,2,0,33
"2308",1,0,0,0
"2309",16,0,1,11
"2310",1,0,0,0
"2311",30,7,25,17
"2312",2,6,0,1
"2314",7,0,1,3
"2315",34,7,13,14
"2316",11,1,0,1
"2318",36,3,0,6
"2319",1,0,0,9
"2320",63,4,0,9
"2321",8,1,0,3
"2322",5,1,0,4
"2323",18,0,0,10
"2324",9,0,0,0
"2325",9,4,2,2
"2326",21,1,0,0
"2327",27,0,4,9
"2330",19,4,8,39
"2331",7,2,0,3
"2332",7,1,0,12
"2333",5,4,0,0
"2334",4,2,0,6
"2335",7,2,0,7
"2336",9,1,0,0
"2337",1,0,0,0
"2338",20,1,1,3
"2339",2,2,0,5
"2340",6,0,0,1
"2341",6,0,0,5
"2342",6,0,0,1
"2343",14,3,16,55
"2344",6,1,0,0
"2345",5,0,0,4
"2346",14,4,0,17
"2347",26,0,0,10
"2348",10,0,0,53
"2349",17,0,1,1
"2350",4,0,0,1
"2351",13,0,0,3
"2352",3,1,0,0
"2353",8,3,0,35
"2354",7,0,0,3
"2355",1,0,0,2
"2356",24,0,0,46
"2357",28,2,0,12
"2358",13,1,5,18
"2359",10,1,0,0
"2360",1,0,0,0
"2361",26,3,0,1
"2362",9,0,0,12
"2363",41,3,0,34
"2364",23,1,0,1
"2365",32,0,0,12
"2366",5,4,10,68
"2367",13,0,0,2
"2368",11,1,0,0
"2369",16,1,0,0
"2370",20,3,0,27
"2371",26,4,0,9
"2372",6,1,0,0
"2373",3,1,0,4
"2374",9,3,0,3
"2375",3,3,1,1
"2376",7,2,0,1
"2377",8,0,0,3
"2379",10,5,0,21
"2380",19,2,0,18
"2381",45,5,0,4
"2382",7,2,0,1
"2383",10,1,0,11
"2384",28,0,0,21
"2385",6,1,0,0
"2386",5,2,1,3
"2387",26,0,2,2
"2388",7,0,0,4
"2389",10,0,0,11
"2390",30,2,0,13
"2391",35,2,0,15
"2392",13,1,0,0
"2393",5,0,0,0
"2394",23,0,0,3
"2395",1,2,0,1
"2396",6,3,0,8
"2397",6,1,0,4
"2398",18,0,0,0
"2399",0,3,0,0
"2400",15,1,0,0
"2401",13,5,12,18
"2402",5,2,0,3
"2403",18,1,0,13
"2404",6,1,0,0
"2405",7,2,0,3
"2406",17,2,0,0
"2407",2,0,0,0
"2408",0,3,0,0
"2409",12,0,0,2
"2410",18,5,0,10
"2411",3,1,0,3
"2412",12,3,0,46
"2413",5,0,0,1
"2414",17,1,1,8
"2415",8,0,0,0
"2416",14,2,0,2
"2417",3,0,0,2
"2419",17,1,0,1
"2420",3,1,0,1
"2421",20,1,0,0
"2422",29,1,0,1
"2423",9,5,1,21
"2424",22,1,1,5
"2425",8,0,0,2
"2426",16,1,0,0
"2427",14,6,0,26
"2428",18,3,0,26
"2429",14,0,0,2
"2430",23,2,0,3
"2431",12,3,1,22
"2432",15,0,0,0
"2433",9,0,0,1
"2434",14,0,0,2
"2435",33,4,5,13
"2436",9,1,0,2
"2437",16,2,0,0
"2438",2,0,2,6
"2439",1,0,0,14
"2440",24,2,0,10
"2441",13,1,0,2
"2442",7,1,0,4
"2443",15,3,0,10
"2444",5,4,0,0
"2445",2,2,1,5
"2446",8,1,0,1
"2447",1,1,0,0
"2448",32,1,1,17
"2449",85,10,16,104
"2450",25,3,0,7
"2451",6,0,0,5
"2452",14,1,0,5
"2453",15,1,0,26
"2454",12,1,0,8
"2455",11,1,0,18
"2456",0,0,0,5
"2457",35,1,0,55
"2458",3,0,0,0
"2459",39,4,1,15
"2460",2,0,0,5
"2461",19,0,0,0
"2462",6,1,0,0
"2463",7,0,0,0
"2464",11,1,0,6
"2465",35,1,0,0
"2466",9,0,0,8
"2467",11,0,0,3
"2468",5,0,0,0
"2469",0,5,4,4
"2470",40,2,1,18
"2471",4,4,2,1
"2472",10,0,0,0
"2473",16,0,0,0
"2474",29,1,0,1
"2475",16,2,5,7
"2477",2,0,0,10
"2478",23,5,0,78
"2479",44,5,11,26
"2480",12,1,0,1
"2481",25,1,5,27
"2482",7,1,0,6
"2483",11,0,1,1
"2484",14,1,0,9
"2485",1,0,0,0
"2486",22,1,0,7
"2487",18,1,5,16
"2488",8,1,0,4
"2489",11,1,0,3
"2490",1,0,0,0
"2492",2,1,0,4
"2493",4,0,0,0
"2494",22,2,0,1
"2495",32,0,0,18
"2496",2,0,0,1
"2497",42,2,0,7
"2498",5,1,0,6
"2499",30,2,0,8
"2500",8,1,0,0
"2502",5,0,0,4
"2503",12,1,0,0
"2504",7,5,0,12
"2505",39,4,0,23
"2507",13,1,0,20
"2508",0,0,0,2
"2509",21,8,3,52
"2510",1,1,0,0
"2511",22,4,2,19
"2512",0,1,0,1
"2513",6,2,0,0
"2514",18,0,0,2
"2515",11,3,0,4
"2516",12,0,0,0
"2517",13,4,3,33
"2518",7,0,0,0
"2519",7,0,0,41
"2520",24,0,0,2
"2521",7,4,0,35
"2522",9,5,2,42
"2523",10,0,0,0
"2524",1,1,0,11
"2525",13,1,0,1
"2526",4,0,0,0
"2527",3,1,0,2
"2528",23,6,20,5
"2529",19,0,0,6
"2530",15,1,0,7
"2531",9,3,0,2
"2532",11,6,3,59
"2533",19,3,0,0
"2534",8,2,0,12
